name,category,price,image,url,ram,memory/rom
apple iphone xr lock 64gb cũ 99%,iphone,7390000,https://clickbuy.com.vn/uploads/2019/03/apple-iphone-xr-cam.png,https://clickbuy.com.vn/apple-iphone-xr-64gb-lock-cu-99/,3 gb,64 gb
apple iphone 11 128gb cũ 99%,iphone,14490000,https://clickbuy.com.vn/uploads/2019/09/thumb_ip11_7.jpg,https://clickbuy.com.vn/apple-iphone-11-128gb-likenew/,4 gb,128 gb
vsmart aris ram 8gb 128gb,vsmart,5250000,https://clickbuy.com.vn/uploads/2020/09/thumb_aris_1.jpg,https://clickbuy.com.vn/vsmart-aris-ram-8gb-128gb/,8 gb,128 gb
vsmart live 4 ram 6gb 64gb chính hãng,vsmart,3590000,https://clickbuy.com.vn/uploads/2020/08/thumb_live4-1.jpg,https://clickbuy.com.vn/vsmart-live-4-ram-6gb-64gb-chinh-hang/,6 gb,64 gb
vsmart joy 4 ram 4gb 64gb chính hãng,vsmart,3090000,https://clickbuy.com.vn/uploads/2020/09/thumb_joy4_1.1.jpg,https://clickbuy.com.vn/vsmart-joy-4-ram-4gb-64gb-chinh-hang/,4gb,64 gb
vsmart active 3 ram 6gb 64gb chính hãng,vsmart,3250000,https://clickbuy.com.vn/uploads/2020/01/thumb_active3_5.jpg,https://clickbuy.com.vn/vsmart-active-3-ram-6gb-chinh-hang/,6 gb,64 gb
vsmart star 5 ram 3gb 32gb chính hãng,vsmart,2390000,https://clickbuy.com.vn/uploads/2021/03/thumb_star5_1.jpg,https://clickbuy.com.vn/vsmart-star-5-ram-3gb-32gb-chinh-hang/,3 gb,32 gb
apple iphone xs 256gb mới trần tbh,iphone,11990000,https://clickbuy.com.vn/uploads/2019/04/apple-iphone-xs-black.png,https://clickbuy.com.vn/apple-iphone-xs-256gb-moi-tran-vn-a/,4gb,256 gb
samsung galaxy note 20 ultra 5g chính hãng,samsung,22900000,https://clickbuy.com.vn/uploads/2020/08/thumb_note20_ultra5g.jpg,https://clickbuy.com.vn/samsung-galaxy-note-20-ultra-5g-chinh-hang/,12 gb,256 gb
apple iphone 11 64gb mới trần (ll/a),iphone,13590000,https://clickbuy.com.vn/uploads/2019/09/thumb_ip11_7.jpg,https://clickbuy.com.vn/apple-iphone-11-64gb-moi-tran-da-active-1-sim/,4 gb,64 gb
apple iphone 8 64gb mới – chưa active,iphone,5990000,https://clickbuy.com.vn/uploads/2019/03/thumbip8-1.jpg,https://clickbuy.com.vn/apple-iphone-8-64gb-moi-chua-active/,2gb,64 gb
apple iphone xr 64gb quốc tế cũ (99%),iphone,7990000,https://clickbuy.com.vn/uploads/2019/03/apple-iphone-xr-vang.png,https://clickbuy.com.vn/apple-iphone-xr-64gb-99/,3 gb,64 gb
oppo reno 5 chính hãng,oppo,6990000,https://clickbuy.com.vn/uploads/2021/03/thumb_reno5_1.jpg,https://clickbuy.com.vn/oppo-reno-5-chinh-hang/,8 gb,128 gb
vsmart star 4 ram 2gb 16gb chính hãng,vsmart,1830000,https://uqoojcos5nobj.vcdn.cloud/uploads/2020/07/thumb_star4.jpg,https://clickbuy.com.vn/vsmart-star-4-ram-2gb-16gb-chinh-hang/,2gb,16gb
vsmart star 4 ram 3gb 32gb chính hãng,vsmart,2150000,https://uqoojcos5nobj.vcdn.cloud/uploads/2020/07/thumb_star4.jpg,https://clickbuy.com.vn/vsmart-star-4-ram-3gb-32gb-chinh-hang/,3 gb,32 gb
samsung galaxy note 10 mỹ (mới nobox),samsung,9690000,https://clickbuy.com.vn/uploads/2019/08/thumb_note10_plus-1.jpg,https://clickbuy.com.vn/samsung-galaxy-note-10-my-tra-bao-hanh/,8 gb,256 gb
xiaomi redmi k30(5g) 6gb 128gb,xiaomi,5990000,https://clickbuy.com.vn/uploads/2019/12/thumb_k30-5g_4.jpg,https://clickbuy.com.vn/xiaomi-redmi-k305g-6gb-128gb/,6 gb,128 gb
vsmart bee 3 ram 2gb 16gb chính hãng,vsmart,1190000,https://uqoojcos5nobj.vcdn.cloud/uploads/2020/05/thumb_bee3_1.jpg,https://clickbuy.com.vn/vsmart-bee-3-ram-2gb-16gb-chinh-hang/,2gb,16gb
samsung galaxy note 10 plus 256gb nhật,samsung,10590000,https://clickbuy.com.vn/uploads/2021/04/thumb_note10_6.jpg,https://clickbuy.com.vn/samsung-galaxy-note-10-plus-256gb-nhat/,12 gb,256 gb
asus rog phone 3 (strix edition) cũ 99%,other,9490000,https://clickbuy.com.vn/uploads/2020/07/thumb_rg3-1.jpg,https://clickbuy.com.vn/asus-rog-phone-3-strix-edition-99/,12 gb,128 gb
asus rog phone 3 (tencent edition) cũ 99%,other,9990000,https://clickbuy.com.vn/uploads/2020/07/thumb_rg3-1.jpg,https://clickbuy.com.vn/asus-rog-phone-3-tencent-edition-99/,12 gb,128 gb
vivo iqoo 3 5g,vivo,9990000,https://clickbuy.com.vn/uploads/2020/03/thumb_iqoo3_1.jpg,https://clickbuy.com.vn/vivo-iqoo-3-5g/,6 gb,128 gb
xiaomi poco x3 pro chính hãng ( 8g/256g),xiaomi,7490000,https://clickbuy.com.vn/uploads/2020/03/thumb_pocox3pro_2.jpg,https://clickbuy.com.vn/xiaomi-poco-x3-pro-chinh-hang-8g-256g/,6 gb,128 gb
xiaomi poco x3 pro chính hãng ( 6g/128g),xiaomi,6090000,https://clickbuy.com.vn/uploads/2020/03/thumb_pocox3pro_2.jpg,https://clickbuy.com.vn/xiaomi-poco-x3-pro-chinh-hang/,6 gb,128 gb
xiaomi redmi note 9 pro chính hãng,xiaomi,5390000,https://clickbuy.com.vn/uploads/2020/03/thumb_rmn9-3.jpg,https://clickbuy.com.vn/xiaomi-redmi-note-9-pro-chinh-hang/,6 gb,64 gb
xiaomi blackshark 3 ram 8gb 128gb,xiaomi,10950000,https://clickbuy.com.vn/uploads/2020/03/thumb_bs3-2.jpg,https://clickbuy.com.vn/xiaomi-blackshark-3-ram-8gb-128gb/,8 gb,128 gb
xiaomi mi 10 pro ram 8gb 256gb,xiaomi,12990000,https://clickbuy.com.vn/uploads/2020/02/thumb_mi10-pro_2.jpg,https://clickbuy.com.vn/xiaomi-mi-10-pro-ram-8gb-256gb/,8 gb,256 gb
xiaomi redmi k40 ram 6gb 128gb,xiaomi,,https://uqoojcos5nobj.vcdn.cloud/uploads/2021/02/thumb_k40-3.jpg,https://clickbuy.com.vn/xiaomi-redmi-k40-ram-6gb-128gb/,"12 gb, 6 gb, 8 gb","128 gb, 256 gb"
vsmart joy 4 ram 3gb 64gb chính hãng,vsmart,2790000,https://clickbuy.com.vn/uploads/2020/09/thumb_joy4_1.1.jpg,https://clickbuy.com.vn/vsmart-joy-4-ram-3gb-64gb-chinh-hang/,3 gb,64 gb
asus rog phone 2 – ram 8gb 128gb cũ,other,7490000,https://clickbuy.com.vn/uploads/2019/08/rog-phone2.png,https://clickbuy.com.vn/asus-rog-phone-2-ram-8gb-128gb-99/,8 gb,128 gb
samsung galaxy a01 công ty,samsung,1990000,https://clickbuy.com.vn/uploads/2020/02/thumb_a01-3.jpg,https://clickbuy.com.vn/samsung-galaxy-a01-cong-ty/,2gb,16gb
xiaomi poco f3 chính hãng,xiaomi,8790000,https://clickbuy.com.vn/uploads/2020/01/thumb_f3_2.jpg,https://clickbuy.com.vn/xiaomi-poco-f3-chinh-hang/,6 gb,128 gb
asus rog phone 5 – ram 12gb 128gb,other,16790000,https://clickbuy.com.vn/uploads/2021/03/thumb_rog5_1.jpg,https://clickbuy.com.vn/asus-rog-phone-5-ram-12gb-128gb/,12 gb,128 gb
vsmart joy 3 ram 4gb 64gb chính hãng,vsmart,2490000,https://clickbuy.com.vn/uploads/2020/02/thumb_joy3_1.jpg,https://clickbuy.com.vn/vsmart-joy-3-ram-4gb-64gb-chinh-hang/,4gb,64 gb
apple iphone 11 pro 256gb cũ 99%,iphone,16490000,https://clickbuy.com.vn/uploads/2019/09/thumb_11pro_1.jpg,https://clickbuy.com.vn/apple-iphone-11-pro-256gb-cu-99/,4 gb,256 gb
apple iphone xs max lock 64gb,iphone,9990000,https://clickbuy.com.vn/uploads/2019/04/apple-iphone-xs-max-black.png,https://clickbuy.com.vn/apple-iphone-xs-max-lock-64gb-cu-99/,4 gb,256 gb
xiaomi redmi note 9 (4g) 2021,xiaomi,3990000,https://clickbuy.com.vn/uploads/2020/11/thumb_rmn9_4g-3.jpg,https://clickbuy.com.vn/xiaomi-redmi-note-9-4g-2021/,4gb,128 gb
xiaomi redmi k30 pro ram 8gb 128gb cũ 99%,xiaomi,6990000,https://clickbuy.com.vn/uploads/2020/03/thumb_k30_pro-2.jpg,https://clickbuy.com.vn/xiaomi-redmi-k30-pro-ram-8gb-128gb-cu-99/,8 gb,128 gb
xiaomi redmi k30 pro ram 6gb 128gb cũ 99%,xiaomi,6490000,https://clickbuy.com.vn/uploads/2020/03/thumb_k30_pro-2.jpg,https://clickbuy.com.vn/xiaomi-redmi-k30-pro-ram-6gb-128gb-cu-99/,6 gb,128 gb
apple iphone 8 plus lock 64gb cũ 99%,iphone,6290000,https://clickbuy.com.vn/uploads/2019/03/iphone-8-plus-den.png,https://clickbuy.com.vn/apple-iphone-8-plus-lock-64gb-likenew-99/,3 gb,64 gb
vsmart aris ram 6gb 64gb,vsmart,5190000,https://clickbuy.com.vn/uploads/2020/09/thumb_aris_1.jpg,https://clickbuy.com.vn/vsmart-aris-ram-6gb-64gb/,6 gb,64 gb
iphone se 16gb quốc tế cũ 99%,iphone,1990000,https://uqoojcos5nobj.vcdn.cloud/uploads/2019/03/apple-iphone-se-hong.png,https://clickbuy.com.vn/iphone-se-16gb-quoc-te-cu-99/,2gb,16gb
iphone se 32gb quốc tế cũ (99%),iphone,2490000,https://clickbuy.com.vn/uploads/2019/03/apple-iphone-se-hong.png,https://clickbuy.com.vn/iphone-se-32gb-cu-99/,2gb,32 gb
apple iphone xr 64gb chính hãng vn/a,iphone,11690000,https://uqoojcos5nobj.vcdn.cloud/uploads/2019/12/thumb_xr_vn.jpg,https://clickbuy.com.vn/apple-iphone-xr-64gb-2-sim-chinh-hang-vn-a/,3 gb,64 gb
vsmart star 5 ram 4gb 64gb chính hãng,vsmart,3190000,https://clickbuy.com.vn/uploads/2021/03/thumb_star5_1.jpg,https://clickbuy.com.vn/vsmart-star-5-ram-4gb-64gb-chinh-hang/,4 gb,64 gb
vsmart star 5 ram 3gb 64gb chính hãng,vsmart,2890000,https://clickbuy.com.vn/uploads/2021/03/thumb_star5_1.jpg,https://clickbuy.com.vn/vsmart-star-5-ram-3gb-64gb-chinh-hang/,3 gb,64 gb
apple iphone 12 mini 64gb chính hãng vn/a,iphone,19490000,https://uqoojcos5nobj.vcdn.cloud/uploads/2020/12/thumb_ip12_vn_1.jpg,https://clickbuy.com.vn/apple-iphone-12-mini-64gb-chinh-hang-vn-a/,4 gb,64 gb
apple iphone x 256gb quốc tế cũ 99%,iphone,8790000,https://clickbuy.com.vn/uploads/2019/03/iphonex-space-gray.png,https://clickbuy.com.vn/apple-iphone-x-256gb-quoc-te-cu-99/,3 gb,256 gb
vsmart star 4 ram 4gb 64gb chính hãng,vsmart,2490000,https://uqoojcos5nobj.vcdn.cloud/uploads/2020/07/thumb_star4.jpg,https://clickbuy.com.vn/vsmart-star-4-ram-4gb-64gb-chinh-hang/,4gb,64 gb
apple iphone 6s plus 32gb quốc tế cũ 99%,iphone,3990000,https://clickbuy.com.vn/uploads/2019/03/iphone-6s-xam.png,https://clickbuy.com.vn/apple-iphone-6s-plus-quoc-te-32gb-cu-99/,2gb,32 gb
apple iphone 11 pro max 64gb chính hãng vn/a,iphone,liênhệ,https://uqoojcos5nobj.vcdn.cloud/uploads/2019/09/thumb_11-promax_2.jpg,https://clickbuy.com.vn/apple-iphone-11-pro-max-64gb-chinh-hang-vn-a/,4 gb,64 gb
vivo iqoo 3 5g cũ 99,vivo,8990000,https://clickbuy.com.vn/uploads/2020/03/thumb_iqoo3_1.jpg,https://clickbuy.com.vn/vivo-iqoo-3-5g-cu-99/,8 gb,128 gb
xiaomi redmi note 9 pro (5g) 2021,xiaomi,6390000,https://clickbuy.com.vn/uploads/2020/12/thumb_rmn9-pro_3.jpg,https://clickbuy.com.vn/xiaomi-redmi-note-9-pro-5g-2021/,"6 gb, 8 gb",128 gb
xiaomi redmi note 9 (5g) 2021,xiaomi,4990000,https://clickbuy.com.vn/uploads/2020/12/thumb_rmn9_5g-2.jpg,https://clickbuy.com.vn/xiaomi-redmi-note-9-5g-2021/,"6 gb, 8 gb",128 gb
apple iphone 11 pro max 512gb cũ 99%,iphone,21090000,https://clickbuy.com.vn/uploads/2019/09/thumb_11-promax_3.jpg,https://clickbuy.com.vn/apple-iphone-11-pro-max-512gb-cu-99/,4 gb,256 gb
samsung galaxy s20 plus cũ 99% chính hãng vn,samsung,11790000,https://clickbuy.com.vn/uploads/2020/02/thumb_s20_demo_2.jpg,https://clickbuy.com.vn/samsung-galaxy-s20-plus-cu-99-chinh-hang-vn/,12 gb,128 gb
xiaomi redmi 10x (4g) 4g 128gb,xiaomi,3850000,https://clickbuy.com.vn/uploads/2020/06/thumb_10x-1.jpg,https://clickbuy.com.vn/xiaomi-redmi-10x-4g-4g-128gb/,4gb,128 gb
apple iphone 8 plus 64gb mới – chưa active ( còn bảo hành),iphone,9490000,https://uqoojcos5nobj.vcdn.cloud/uploads/2019/09/8plus.jpg,https://clickbuy.com.vn/apple-iphone-8-plus-64gb-moi-tbh-chua-active/,3 gb,64 gb
apple iphone 7 plus 256gb quốc tế cũ 99%,iphone,7390000,https://clickbuy.com.vn/uploads/2019/09/7plus_2.jpg,https://clickbuy.com.vn/apple-iphone-7-plus-256gb-quoc-te-cu-99/,3 gb,128 gb
realme c15 ram 4g 64gb chính hãng,realme,3590000,https://clickbuy.com.vn/uploads/2020/11/thumbc15_1.jpg,https://clickbuy.com.vn/realme-c15-ram-4g-64gb-chinh-hang/,4gb,64 gb
apple iphone 11 pro 64gb chính hãng vn/a,iphone,liênhệ,https://uqoojcos5nobj.vcdn.cloud/uploads/2019/09/thumb_11pro_2.jpg,https://clickbuy.com.vn/apple-iphone-11-pro-64gb-chinh-hang-vn-a/,4 gb,64 gb
realme q2i ram 4gb 128gb,realme,3790000,https://clickbuy.com.vn/uploads/2020/09/thumb_v3_1.jpg,https://clickbuy.com.vn/realme-q2i-ram-4gb-128gb/,4gb,128 gb
apple iphone xs max 64gb chính hãng vn/a,iphone,22990000,https://clickbuy.com.vn/uploads/2019/04/apple-iphone-xs-max-black.png,https://clickbuy.com.vn/apple-iphone-xs-max-2-sim-64gb-chinh-hang-vn-a/,4 gb,64 gb
xiaomi redmi k30 pro ram 8gb 256gb,xiaomi,10750000,https://clickbuy.com.vn/uploads/2020/03/thumb_k30_pro-2.jpg,https://clickbuy.com.vn/xiaomi-redmi-k30-pro-ram-8gb-256gb/,8 gb,256 gb
samsung galaxy a21s chính hãng,samsung,3690000,https://clickbuy.com.vn/uploads/2020/06/samsung-a21s-clickbuy.png,https://clickbuy.com.vn/samsung-galaxy-a21s-chinh-hang/,3 gb,32 gb
meizu 16t ram 8gb 128gb,other,7990000,https://uqoojcos5nobj.vcdn.cloud/uploads/2019/10/thumb_16t-0.jpg,https://clickbuy.com.vn/meizu-16t-ram-8gb-128gb/,8 gb,128 gb
apple iphone 8 lock 64gb cũ 99%,iphone,3990000,https://clickbuy.com.vn/uploads/2019/03/thumbip8-1.jpg,https://clickbuy.com.vn/apple-iphone-8-64gb-lock-cu-99/,2gb,64 gb
apple iphone 12 mini 128gb chính hãng vn/a,iphone,20490000,https://uqoojcos5nobj.vcdn.cloud/uploads/2020/12/thumb_ip12_vn_1.jpg,https://clickbuy.com.vn/apple-iphone-12-mini-128gb-chinh-hang-vn-a/,4 gb,128 gb
apple iphone xr 128gb quốc tế cũ (99%),iphone,9890000,https://clickbuy.com.vn/uploads/2019/03/apple-iphone-xr-vang.png,https://clickbuy.com.vn/apple-iphone-xr-128gb-quoc-te-cu-99/,3 gb,128 gb
apple iphone xr 256gb quốc tế cũ (99%),iphone,9990000,https://clickbuy.com.vn/uploads/2019/03/apple-iphone-xr-vang.png,https://clickbuy.com.vn/apple-iphone-xr-256gb-quoc-te-cu-99/,3 gb,256 gb
xiaomi redmi k30s (mi 10t),xiaomi,7990000,https://clickbuy.com.vn/uploads/2020/10/thumb_k30s_3.jpg,https://clickbuy.com.vn/xiaomi-redmi-k30s-mi-10t/,"12 gb, 6 gb, 8 gb","128 gb, 256 gb, 512 gb"
apple iphone 11 pro 64gb mới – đã active,iphone,15990000,https://clickbuy.com.vn/uploads/2019/09/thumb_11pro_1.jpg,https://clickbuy.com.vn/apple-iphone-11-pro-64gb/,4 gb,64 gb
apple iphone 6s 64gb quốc tế cũ 99%,iphone,2990000,https://clickbuy.com.vn/uploads/2019/03/apple-iphone-6s-xam.png,https://clickbuy.com.vn/apple-iphone-6s-64gb-quoc-te-cu-99/,2gb,64 gb
xiaomi redmi note 8 ram 4gb 64gb,xiaomi,3790000,https://clickbuy.com.vn/uploads/2019/09/thumb-note-8-1.1.jpg,https://clickbuy.com.vn/xiaomi-redmi-note-8-ram-4gb-64gb/,4 gb,64 gb
realme x7,realme,6550000,https://clickbuy.com.vn/uploads/2020/09/thumb_x7_2.jpg,https://clickbuy.com.vn/realme-x7/,"6 gb, 8 gb",128 gb
samsung galaxy a71 công ty,samsung,7490000,https://clickbuy.com.vn/uploads/2020/02/thumb_a71-3.jpg,https://clickbuy.com.vn/samsung-galaxy-a71-cong-ty/,8 gb,128 gb
realme v3 ram 6gb 64gb,realme,3990000,https://clickbuy.com.vn/uploads/2020/09/thumb_v3_1.jpg,https://clickbuy.com.vn/realme-v3-ram-6gb-64gb/,6 gb,64 gb
xiaomi redmi note 8 pro ram 8gb 128gb,xiaomi,4790000,https://clickbuy.com.vn/uploads/2019/09/thumb_rmn8_pro_1.jpg,https://clickbuy.com.vn/xiaomi-redmi-note-8-pro-ram-8gb-128gb/,8 gb,128 gb
xiaomi redmi note 8 pro ram 6gb 128gb,xiaomi,4690000,https://clickbuy.com.vn/uploads/2019/09/thumb_rmn8_pro_1.jpg,https://clickbuy.com.vn/xiaomi-redmi-note-8-pro-ram-6gb-128gb/,6 gb,128 gb
apple iphone 7 lock 32gb cũ 99%,iphone,3190000,https://clickbuy.com.vn/uploads/2019/03/iphone-7-jetback.png,https://clickbuy.com.vn/apple-iphone-7-32gb-lock-cu-99/,2gb,32 gb
zte nubia play 5g ram 6gb 128gb,other,5990000,https://uqoojcos5nobj.vcdn.cloud/uploads/2020/03/thumb_play-1.jpg,https://clickbuy.com.vn/zte-nubia-play-5g-ram-6gb-128gb/,6 gb,128 gb
samsung galaxy a6 plus công ty – demo,samsung,2490000,https://clickbuy.com.vn/uploads/2019/10/a6.jpg,https://clickbuy.com.vn/samsung-galaxy-a6-plus-cong-ty-demo/,4 gb,32 gb
google pixel 5 5g quốc tế mới trần,other,14990000,https://uqoojcos5nobj.vcdn.cloud/uploads/2021/04/avt-google-pixel-5-den.png,https://clickbuy.com.vn/google-pixel-5-5g-quoc-te-moi-tran/,8gb,128gb (ufs 2.1)
oukitel k10000 max,other,5490000,https://clickbuy.com.vn/uploads/2019/04/oukitel-k10000-max-den.png,https://clickbuy.com.vn/oukitel-k10000-max/,3 gb,32 gb
oukitel k10,other,7290000,https://clickbuy.com.vn/uploads/2019/04/oukitel-k10-den.png,https://clickbuy.com.vn/oukitel-k10/,6 gb,64 gb
blackview p10000 pro,other,5490000,https://clickbuy.com.vn/uploads/2019/04/blackview-p10000-pro-den.png,https://clickbuy.com.vn/blackview-p10000-pro/,4 gb,64 gb
bphone 3 pro limeted (chính hãng),other,8990000,https://clickbuy.com.vn/uploads/2019/04/bphone-3-pro-den.png,https://clickbuy.com.vn/bphone-3-pro-limeted-chinh-hang/,4 gb,64 gb
bphone 3 pro (chính hãng),other,8490000,https://clickbuy.com.vn/uploads/2019/04/bphone-3-pro-den.png,https://clickbuy.com.vn/bphone-3-pro-chinh-hang/,4 gb,64 gb
bphone 3 (chính hãng),other,5990000,https://clickbuy.com.vn/uploads/2019/04/bphone-3-den.png,https://clickbuy.com.vn/bphone-3-chinh-hang/,3 gb,32 gb
xiaomi redmi note 9s chính hãng ram 4gb 64gb,xiaomi,4400000,https://clickbuy.com.vn/uploads/2020/03/thumb_rmn9-3.jpg,https://clickbuy.com.vn/xiaomi-redmi-note-9s-chinh-hang-ram-4gb-64gb/,4gb,64 gb
nokia x7 ram 6gb 128gb,nokia,6290000,https://clickbuy.com.vn/uploads/2019/04/nokia-x7-2018-bac.png,https://clickbuy.com.vn/nokia-x7-ram-6gb-128gb/,6 gb,128 gb
nokia x7 ram 6gb 64gb,nokia,3490000,https://clickbuy.com.vn/uploads/2019/04/nokia-x7-2018-bac.png,https://clickbuy.com.vn/nokia-x7-ram-6gb-64gb/,6 gb,64 gb
apple iphone xs 64gb chính hãng vn/a,iphone,20490000,https://clickbuy.com.vn/uploads/2019/04/apple-iphone-xs-black.png,https://clickbuy.com.vn/apple-iphone-xs-64gb-chinh-hang-vn-a/,,64 gb
nokia x7 ram 4gb 64gb,nokia,3490000,https://clickbuy.com.vn/uploads/2019/04/nokia-x7-2018-bac.png,https://clickbuy.com.vn/nokia-x7-ram-4gb-64gb/,4 gb,64 gb
apple iphone 7 plus 32gb chính hãng vn/a,iphone,,https://uqoojcos5nobj.vcdn.cloud/uploads/2019/03/iphone-7-plus-jetback.png,https://clickbuy.com.vn/apple-iphone-7-plus-32gb-chinh-hang-vn-a/,3 gb,32 gb
apple iphone x 64gb chính hãng vn/a,iphone,17400000,https://clickbuy.com.vn/uploads/2019/03/iphonex-space-gray.png,https://clickbuy.com.vn/apple-iphone-x-64gb-chinh-hang-vn-a/,3 gb,64 gb
realme c3 ram 3g 32gb chính hãng,realme,2890000,https://uqoojcos5nobj.vcdn.cloud/uploads/2020/03/thumb_c3-1.jpg,https://clickbuy.com.vn/realme-c3-ram-3g-32gb-chinh-hang/,3 gb,32 gb
apple iphone 12 lock 64gb,iphone,17290000,https://clickbuy.com.vn/uploads/2020/10/thumb_ip12_3.jpg,https://clickbuy.com.vn/apple-iphone-12-64gb-lock/,4 gb,64 gb
huawei p20 pro 6gb 128gb,huawei,4490000,https://uqoojcos5nobj.vcdn.cloud/uploads/2021/03/avt-huawei-p20-pro-aurora.png,https://clickbuy.com.vn/huawei-p20-pro-6gb-128gb/,6gb,128 gb
apple iphone x 64gb mới-chưa active,iphone,8990000,https://clickbuy.com.vn/uploads/2019/03/iphonex-space-gray.png,https://clickbuy.com.vn/apple-iphone-x-64gb-moi-chua-active/,3 gb,64 gb
xiaomi redmi k40 pro + ram 12gb 256gb,xiaomi,,https://uqoojcos5nobj.vcdn.cloud/uploads/2021/02/thumb_k40-1.jpg,https://clickbuy.com.vn/xiaomi-redmi-k40-pro-ram-12gb-256gb/,12 gb,256 gb
xiaomi redmi k40 pro ram 6gb 128gb,xiaomi,,https://uqoojcos5nobj.vcdn.cloud/uploads/2021/02/thumb_k40-2.jpg,https://clickbuy.com.vn/xiaomi-redmi-k40-pro-ram-6gb-128gb/,"6 gb, 8 gb","128 gb, 256 gb"
apple iphone 6s plus lock 32gb/64gb cũ 99%,iphone,3290000,https://clickbuy.com.vn/uploads/2019/03/iphone-6s-vang-hong.png,https://clickbuy.com.vn/apple-iphone-6s-plus-lock-32gb-moi-con-bao-hanh/,2gb,32 gb
apple iphone 11 pro max lock 512gb,iphone,18490000,https://clickbuy.com.vn/uploads/2019/09/thumb_11-promax_4.jpg,https://clickbuy.com.vn/apple-iphone-11-pro-max-lock-512gb/,4 gb,512 gb
oppo a94 (8gb|128gb),oppo,7290000.0,https://didongviet.vn/pub/media/catalog/product//o/p/oppo-a94-black-didongviet.jpg,https://didongviet.vn/oppo-a94,ram: 8gb,bộ nhớ trong: 128gb
samsung galaxy s21 plus 5g (8gb|256gb),samsung,18990000.0,https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-s21-plus-8gb-256gb.jpg,https://didongviet.vn/samsung-galaxy-s21-plus-8gb-256gb,ram: 8 gb,bộ nhớ trong: 256 gb
samsung galaxy s21 ultra 5g (12gb|256gb),samsung,23590000.0,https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-s21-ultra-12gb-256gb.jpg,https://didongviet.vn/samsung-galaxy-s21-ultra-12gb-256gb,ram: 12 gb,bộ nhớ trong: 256 gb
"samsung galaxy s21 plus 5g (8gb|128gb) (nguyên seal, bhđt)",samsung,16790000.0,https://didongviet.vn/pub/media/catalog/product//s/2/s21-plus-5g_2.jpg,https://didongviet.vn/samsung-galaxy-s21-plus-128gb,ram: 8 gb,bộ nhớ trong: 128 gb
samsung galaxy s21 plus 5g (8gb|128gb),samsung,16890000.0,https://didongviet.vn/pub/media/catalog/product//s/2/s21-plus-5g.jpg,https://didongviet.vn/dien-thoai-galaxy-s21-plus,ram: 8 gb,bộ nhớ trong: 128 gb
"samsung galaxy s21 ultra 5g (12gb|128gb) (nguyên seal, bhđt)",samsung,21290000.0,https://didongviet.vn/pub/media/catalog/product//g/a/galaxy-s21-plus-siver-didongviet_2.jpg,https://didongviet.vn/samsung-galaxy-s21-ultra-128gb,ram: 12 gb,bộ nhớ trong: 128 gb
samsung galaxy s21 ultra 5g (12gb|128gb),samsung,21390000.0,https://didongviet.vn/pub/media/catalog/product//g/a/galaxy-s21-plus-siver-didongviet.jpg,https://didongviet.vn/dien-thoai-galaxy-s21-ultra,ram: 12 gb,bộ nhớ trong: 128 gb
"samsung galaxy note 20 (8gb|256gb) (nguyên seal, bhđt)",samsung,14790000.0,https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-note-20-8gb-256gb_2_1.jpg,https://didongviet.vn/samsung-galaxy-note-20-256-gb,ram: 8 gb,bộ nhớ trong: 256 gb
samsung galaxy note 20 (8gb|256gb),samsung,21390000.0,https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-note-20-8gb-256gb_1_3.jpg,https://didongviet.vn/samsung-galaxy-note-20-8gb-256gb,ram: 8 gb,bộ nhớ trong: 256 gb
redmi note 10 (4gb|64gb),other,4290000.0,https://didongviet.vn/pub/media/catalog/product//x/i/xiaomi-redmi-note-10_3.jpg,https://didongviet.vn/redmi-note-10-4g-64gb,ram: 6 gb,bộ nhớ trong: 128 gb
redmi note 10 (6gb|128gb),other,4990000.0,https://didongviet.vn/pub/media/catalog/product//x/i/xiaomi-redmi-note-10.jpg,https://didongviet.vn/xiaomi-redmi-note-10,ram: 6 gb,bộ nhớ trong: 128 gb
samsung galaxy note 20 ultra (8gb|256gb),samsung,26990000.0,https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-note-2020-ultra_2_1_1_4_1.jpg,https://didongviet.vn/samsung-galaxy-note-20-ultra-ban-256gb,ram: 8 gb,bộ nhớ trong: 256 gb
samsung galaxy note 20 ultra (8gb|256gb) (cũ - fullbox),samsung,18590000.0,https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-note-2020-ultra_2_1_1_3.jpg,https://didongviet.vn/samsung-galaxy-note-20-ultra-8-gb-256-gb,ram: 8 gb,bộ nhớ trong: 256 gb
"samsung galaxy note 20 ultra (8gb|256gb) (nguyên seal, bhđt)",samsung,19590000.0,https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-note-2020-ultra_2_1_1_4.jpg,https://didongviet.vn/samsung-galaxy-note-20-ultra-ban-8gb-256gb,ram: 8 gb,bộ nhớ trong: 256 gb
